block_id,no_items,worth_week1,worth_week2,worth_week3
2394,7,4296.0,15494.0,17836.0
290,10,4295.0,4236.0,2908.0
2212,8,4293.0,4385.0,4153.0
256,6,4293.0,5195.0,5275.0
2736,5,4284.0,4164.0,5163.0
2297,5,4280.0,7196.0,4425.0
2147,8,4273.0,3938.0,3586.0
2099,5,4271.0,4443.0,5550.0
1399,5,4270.0,4258.0,3967.0
1218,10,4270.0,4653.0,4283.0
2731,4,4270.0,4446.0,3991.0
2400,8,4266.0,4807.0,4715.0
519,3,4263.0,3364.0,3334.0
2471,5,4247.0,4972.0,5078.0
2382,4,4236.0,4612.0,5421.0
380,7,4235.0,2464.0,2740.0
2334,9,4224.0,3891.0,3959.0
2235,2,4221.0,4440.0,3891.0
1547,10,4214.0,4259.0,4427.0
2264,8,4213.0,4761.0,4301.0
248,10,4209.0,5112.0,5573.0
2103,9,4207.0,3357.0,2899.0
2489,5,4207.0,4203.0,3133.0
1912,8,4207.0,3550.0,3814.0
684,9,4197.0,2802.0,3089.0
2439,8,4196.0,3719.0,3637.0
2,7,4193.0,4733.0,2845.0
980,3,4186.0,3133.0,2639.0
2668,9,4182.0,3923.0,3573.0
2748,7,4180.0,12763.0,8871.0
2094,9,4179.0,3803.0,4357.0
1578,5,4179.0,3938.0,5356.0
2348,6,4176.0,3576.0,3704.0
2158,3,4171.0,4834.0,3205.0
1430,7,4155.0,3398.0,3031.0
1362,9,4149.0,4550.0,4075.0
2281,9,4140.0,4033.0,4353.0
261,8,4140.0,2775.0,1933.0
1153,6,4133.0,25688.0,15445.0
1959,2,4130.0,4033.0,3867.0
2594,4,4122.0,3381.0,3770.0
2167,4,4120.0,3571.0,3189.0
2452,8,4119.0,3368.0,4375.0
1646,6,4117.0,17077.0,6077.0
1400,8,4114.0,2996.0,2338.0
110,10,4113.0,12793.0,12094.0
1783,9,4113.0,3852.0,3153.0
2216,8,4113.0,3718.0,3970.0
2266,3,4111.0,4062.0,3343.0
2470,2,4108.0,4547.0,4108.0
1948,10,4105.0,3805.0,2906.0
2251,8,4103.0,3458.0,2786.0
714,7,4099.0,4557.0,3278.0
2467,2,4097.0,5415.0,5415.0
2492,9,4091.0,7618.0,7241.0
1552,7,4091.0,3757.0,3436.0
2279,10,4086.0,6318.0,5053.0
328,10,4082.0,3354.0,2531.0
2710,10,4081.0,3675.0,3614.0
1726,8,4079.0,4864.0,5576.0
2608,8,4078.0,5319.0,7935.0
2697,6,4075.0,4169.0,4314.0
174,8,4072.0,4084.0,3763.0
1983,4,4068.0,3759.0,3702.0
2426,8,4066.0,4409.0,3957.0
1693,5,4061.0,3654.0,3672.0
1730,7,4059.0,3358.0,4385.0
1583,9,4057.0,4357.0,3533.0
131,8,4043.0,2292.0,1529.0
581,9,4042.0,3804.0,3987.0
6,8,4041.0,4002.0,2739.0
799,2,4036.0,2358.0,1818.0
2564,2,4031.0,9167.0,3454.0
1573,9,4029.0,3175.0,2851.0
760,4,4020.0,2523.0,2261.0
1893,3,4016.0,3482.0,3137.0
2253,7,4014.0,6828.0,3050.0
1945,7,4010.0,4022.0,3016.0
1822,8,4000.0,4227.0,3449.0
2025,7,3999.0,3959.0,3800.0
2200,5,3999.0,3572.0,3067.0
2498,2,3995.0,4115.0,5423.0
1825,3,3993.0,3179.0,2926.0
572,10,3992.0,8367.0,8718.0
1508,3,3991.0,3632.0,9098.0
1709,9,3990.0,5694.0,4494.0
2036,8,3983.0,3354.0,3913.0
2403,3,3983.0,4325.0,4005.0
2686,7,3980.0,2936.0,3293.0
1409,7,3974.0,4083.0,3565.0
418,9,3971.0,6489.0,9412.0
2229,8,3971.0,3802.0,4013.0
1706,10,3966.0,3615.0,5138.0
1001,9,3964.0,4277.0,4006.0
2771,7,3961.0,3737.0,3522.0
2164,10,3960.0,3799.0,4146.0
877,5,3957.0,3906.0,2639.0
1358,2,3955.0,3236.0,2117.0
2241,8,3955.0,3389.0,3017.0
1383,8,3954.0,9426.0,3898.0
1187,9,3953.0,3020.0,2935.0
2447,4,3949.0,3670.0,3506.0
2120,9,3948.0,4046.0,3768.0
2311,2,3947.0,3787.0,3807.0
1481,10,3945.0,3937.0,3258.0
2236,4,3945.0,3625.0,3561.0
1222,9,3943.0,5268.0,4708.0
715,8,3942.0,2758.0,2306.0
1385,3,3941.0,4229.0,5707.0
192,7,3940.0,2401.0,1472.0
1560,10,3939.0,9140.0,5758.0
710,9,3938.0,5966.0,6340.0
477,9,3936.0,3380.0,2819.0
1471,8,3936.0,3421.0,2777.0
1658,4,3934.0,4413.0,4293.0
1522,9,3932.0,4428.0,2808.0
965,6,3931.0,5000.0,8520.0
1561,5,3927.0,3873.0,4680.0
1137,9,3926.0,3238.0,2491.0
1795,4,3926.0,4034.0,3080.0
1887,6,3922.0,3120.0,3077.0
2774,10,3921.0,3722.0,3251.0
186,4,3921.0,3296.0,3008.0
1413,10,3918.0,3069.0,2754.0
1468,9,3908.0,3182.0,3140.0
1316,5,3902.0,3297.0,2870.0
1252,6,3900.0,3443.0,3668.0
1759,10,3898.0,6899.0,3316.0
1116,10,3888.0,3108.0,3482.0
949,6,3884.0,3342.0,1730.0
2714,4,3883.0,3688.0,3927.0
1924,7,3879.0,2885.0,2755.0
1404,8,3877.0,3436.0,3072.0
1246,5,3874.0,4584.0,5150.0
2712,2,3871.0,4190.0,3990.0
2393,9,3868.0,3885.0,3030.0
991,7,3868.0,5190.0,6258.0
1582,8,3867.0,3129.0,2805.0
2238,10,3866.0,3965.0,4013.0
2365,9,3866.0,3539.0,3557.0
1351,10,3865.0,5860.0,5123.0
2011,3,3861.0,3275.0,3140.0
2634,8,3855.0,3606.0,3413.0
2598,4,3855.0,3815.0,3556.0
2059,10,3853.0,4253.0,3976.0
436,6,3851.0,7762.0,8629.0
162,9,3848.0,3595.0,4554.0
481,1,3846.0,3017.0,1454.0
1884,8,3845.0,5713.0,6132.0
2318,4,3842.0,4082.0,3576.0
1892,6,3838.0,3203.0,5279.0
1005,4,3829.0,17263.0,4095.0
1682,8,3826.0,3269.0,2562.0
39,8,3825.0,3644.0,3243.0
2451,6,3824.0,3410.0,3735.0
2484,4,3823.0,3734.0,3573.0
1538,3,3823.0,3352.0,2564.0
145,10,3821.0,5426.0,6118.0
2483,4,3821.0,3204.0,3084.0
675,3,3820.0,3820.0,3400.0
809,8,3820.0,3539.0,3766.0
1754,10,3818.0,4423.0,3940.0
2309,5,3807.0,3576.0,3919.0
1032,10,3805.0,2701.0,3102.0
1440,10,3804.0,3700.0,3683.0
14,4,3802.0,344.0,663.0
1240,8,3796.0,3431.0,3076.0
2078,6,3795.0,3246.0,2597.0
983,10,3794.0,3874.0,2860.0
2013,7,3791.0,4488.0,3907.0
496,9,3790.0,3354.0,4329.0
2414,6,3782.0,3802.0,3652.0
2696,6,3782.0,3842.0,3521.0
2561,6,3781.0,3831.0,3653.0
1742,7,3778.0,4285.0,4309.0
794,5,3772.0,3182.0,3420.0
1601,10,3769.0,3465.0,12441.0
1515,4,3757.0,3196.0,3088.0
1571,10,3753.0,3309.0,2839.0
1115,3,3746.0,3124.0,2427.0
2533,10,3742.0,4008.0,3959.0
885,10,3740.0,2676.0,1916.0
2465,3,3737.0,2982.0,3053.0
2751,6,3736.0,4444.0,4798.0
2307,8,3735.0,15591.0,7284.0
1721,6,3734.0,3806.0,3761.0
1740,5,3734.0,4255.0,4317.0
394,9,3731.0,2968.0,2008.0
1596,3,3730.0,3533.0,3573.0
2450,2,3726.0,3220.0,3021.0
1348,6,3726.0,3636.0,2739.0
2745,9,3724.0,3557.0,3195.0
568,3,3720.0,4841.0,5588.0
1558,8,3714.0,3664.0,4074.0
44,5,3700.0,3581.0,3403.0
2622,8,3700.0,3700.0,3790.0
1651,7,3689.0,4388.0,3009.0
2330,3,3688.0,4268.0,4628.0
2549,6,3686.0,3843.0,3613.0
1626,3,3683.0,3264.0,2754.0
1368,3,3682.0,3403.0,2924.0
2384,3,3681.0,3564.0,3291.0
1635,8,3681.0,3120.0,3337.0
637,9,3679.0,4958.0,4429.0
2084,4,3679.0,3775.0,3356.0
2570,4,3679.0,3246.0,3610.0
1868,8,3678.0,3092.0,2727.0
2046,5,3676.0,5756.0,3595.0
26,4,3675.0,6498.0,4639.0
1254,8,3671.0,2902.0,2502.0
25,8,3671.0,2537.0,1598.0
1944,3,3665.0,3466.0,3514.0
2262,5,3658.0,9001.0,3653.0
2357,6,3649.0,3417.0,3133.0
1017,6,3648.0,2576.0,1900.0
2487,5,3643.0,3574.0,3456.0
1093,4,3643.0,4089.0,3940.0
999,6,3642.0,3981.0,2843.0
2126,5,3642.0,4452.0,4296.0
404,6,3640.0,2561.0,1842.0
384,7,3638.0,3139.0,3632.0
1292,8,3636.0,15789.0,12621.0
2001,4,3636.0,4933.0,3169.0
1871,6,3635.0,4051.0,6169.0
1300,3,3634.0,4082.0,4800.0
2753,9,3632.0,3420.0,3114.0
1809,9,3630.0,3544.0,4170.0
2767,1,3628.0,3230.0,2847.0
2368,5,3621.0,3302.0,2704.0
2755,3,3621.0,3770.0,3501.0
2491,5,3620.0,3449.0,3473.0
2285,3,3619.0,11505.0,2738.0
2545,3,3615.0,3730.0,3491.0
2378,8,3615.0,3216.0,2649.0
2006,6,3614.0,3484.0,3559.0
831,4,3610.0,27083.0,13844.0
815,6,3608.0,4382.0,4196.0
2752,9,3608.0,3738.0,3089.0
2085,6,3607.0,3364.0,2952.0
919,10,3606.0,2818.0,2442.0
2599,3,3606.0,3134.0,2835.0
1922,9,3605.0,3801.0,2992.0
2228,6,3605.0,3411.0,3167.0
915,4,3601.0,6971.0,1759.0
513,7,3598.0,3837.0,3478.0
2704,2,3598.0,3300.0,2744.0
1239,5,3598.0,3610.0,3345.0
1901,10,3591.0,3457.0,3624.0
1886,7,3588.0,4625.0,3171.0
2305,5,3588.0,2868.0,3407.0
2135,4,3584.0,4136.0,4203.0
1377,9,3583.0,4868.0,3986.0
2294,8,3582.0,3548.0,3805.0
2672,6,3580.0,8818.0,3143.0
2606,4,3574.0,3622.0,3678.0
1078,5,3573.0,4071.0,5613.0
1833,1,3572.0,4532.0,3182.0
1428,7,3570.0,3380.0,2905.0
627,9,3567.0,3162.0,2456.0
1908,9,3566.0,5681.0,4545.0
2429,6,3565.0,3182.0,3486.0
2655,5,3560.0,3565.0,3736.0
1410,9,3557.0,3198.0,4396.0
1902,9,3548.0,2660.0,2897.0
855,8,3545.0,3196.0,3135.0
2319,10,3542.0,4513.0,4720.0
1166,5,3542.0,4340.0,4837.0
2445,8,3540.0,9524.0,5071.0
2284,6,3540.0,3285.0,5449.0
2107,4,3539.0,3426.0,3543.0
2219,5,3536.0,2798.0,2219.0
1435,8,3533.0,2552.0,2492.0
2612,7,3533.0,3580.0,3465.0
1984,5,3528.0,3127.0,3364.0
2358,4,3525.0,3263.0,4834.0
1735,10,3522.0,3564.0,3294.0
2327,8,3522.0,3210.0,3131.0
1619,5,3521.0,3525.0,3070.0
2732,3,3518.0,3269.0,3339.0
1041,8,3516.0,3733.0,3589.0
951,8,3511.0,2890.0,3230.0
1815,8,3509.0,6912.0,3554.0
653,5,3508.0,2418.0,3637.0
359,10,3507.0,6725.0,5066.0
1421,3,3503.0,4476.0,4116.0
1739,6,3501.0,3553.0,3346.0
2422,5,3501.0,3293.0,3157.0
74,7,3500.0,3206.0,3017.0
2440,4,3500.0,3498.0,7287.0
2218,6,3500.0,3115.0,2964.0
737,10,3498.0,4589.0,2629.0
2623,10,3498.0,6533.0,4204.0
2096,10,3494.0,8508.0,5350.0
2654,4,3493.0,4271.0,4122.0
1712,7,3493.0,3658.0,4844.0
2572,3,3492.0,4418.0,3370.0
1807,9,3491.0,3468.0,2997.0
2383,6,3488.0,3003.0,4349.0
2703,4,3480.0,3413.0,2904.0
2259,4,3479.0,3660.0,3349.0
1979,2,3478.0,3064.0,3132.0
2678,10,3477.0,5313.0,10220.0
848,9,3476.0,3172.0,3021.0
1342,4,3475.0,2635.0,1861.0
1969,4,3474.0,19511.0,9728.0
2184,8,3469.0,4078.0,3901.0
1718,4,3469.0,4142.0,3182.0
1942,10,3469.0,3908.0,3778.0
1761,3,3468.0,4185.0,4265.0
1774,10,3466.0,3282.0,3879.0
1724,9,3466.0,3423.0,3103.0
2033,7,3463.0,3679.0,3360.0
2605,5,3460.0,3171.0,2960.0
702,5,3460.0,9005.0,6260.0
1233,6,3460.0,4081.0,3939.0
2210,3,3459.0,3059.0,2560.0
2008,5,3458.0,3540.0,2479.0
1261,10,3453.0,2986.0,2758.0
2409,4,3453.0,3756.0,3266.0
263,7,3451.0,1916.0,1643.0
2603,9,3450.0,3727.0,3426.0
1390,3,3450.0,3458.0,2596.0
1514,9,3450.0,8069.0,2993.0
2702,8,3447.0,3515.0,3185.0
827,9,3445.0,3062.0,3125.0
2490,6,3442.0,4512.0,4055.0
144,2,3440.0,2777.0,2604.0
1967,5,3436.0,3408.0,3305.0
1800,5,3435.0,3273.0,2327.0
701,7,3432.0,4223.0,3501.0
2064,6,3431.0,3727.0,3653.0
2661,8,3428.0,3451.0,3135.0
4,10,3427.0,21849.0,17309.0
2057,4,3426.0,3444.0,2831.0
1906,2,3422.0,3860.0,5009.0
753,3,3416.0,3005.0,2154.0
1813,8,3409.0,3383.0,3314.0
1883,10,3406.0,3380.0,3400.0
2231,7,3403.0,3191.0,3082.0
584,6,3403.0,10255.0,7533.0
2651,5,3403.0,3383.0,3823.0
2444,2,3402.0,3612.0,3732.0
1082,9,3400.0,3357.0,3894.0
823,8,3397.0,4272.0,1679.0
2397,1,3396.0,3356.0,3156.0
335,9,3396.0,3484.0,3796.0
1487,9,3394.0,3532.0,3173.0
2198,10,3392.0,2717.0,2587.0
2534,8,3388.0,8585.0,5044.0
2404,9,3387.0,6801.0,7426.0
2388,9,3386.0,4026.0,3327.0
1617,3,3382.0,3044.0,2499.0
2730,3,3380.0,3093.0,3125.0
2273,10,3379.0,3279.0,3130.0
1217,4,3377.0,3020.0,3044.0
1936,7,3375.0,3099.0,3557.0
2317,6,3375.0,3130.0,3156.0
800,7,3375.0,2977.0,2074.0
813,10,3373.0,3652.0,3793.0
2573,6,3372.0,3220.0,3114.0
1537,6,3372.0,2351.0,2468.0
2592,10,3371.0,3819.0,3340.0
2076,1,3370.0,2902.0,3240.0
2427,7,3369.0,3250.0,3283.0
1636,7,3369.0,4314.0,2075.0
444,10,3367.0,3311.0,2611.0
1306,4,3366.0,3700.0,3858.0
1629,10,3364.0,3139.0,2967.0
2662,6,3361.0,2952.0,3121.0
1275,8,3356.0,9250.0,5251.0
299,10,3353.0,2481.0,2188.0
123,9,3346.0,3171.0,2695.0
2086,4,3345.0,2760.0,2808.0
2343,3,3343.0,3375.0,3285.0
1205,8,3340.0,3364.0,2533.0
1380,7,3339.0,3499.0,3310.0
2015,5,3337.0,2330.0,2340.0
1891,2,3330.0,2850.0,2251.0
1223,3,3330.0,3769.0,4977.0
2095,5,3328.0,3604.0,2857.0
142,5,3325.0,2379.0,3038.0
2624,6,3325.0,3117.0,2987.0
1793,6,3324.0,3175.0,2973.0
703,9,3324.0,3514.0,4085.0
1262,8,3323.0,3320.0,2400.0
2340,10,3323.0,3508.0,3337.0
1697,9,3323.0,4540.0,3503.0
2144,6,3322.0,3433.0,3444.0
2458,2,3316.0,2957.0,2897.0
2664,4,3314.0,7928.0,6688.0
1065,9,3312.0,6257.0,4100.0
2520,5,3310.0,3145.0,2881.0
1656,7,3309.0,4070.0,3687.0
1937,5,3308.0,2997.0,2677.0
2110,4,3306.0,4701.0,11563.0
2336,2,3305.0,2799.0,3039.0
2050,10,3302.0,3100.0,3181.0
1890,4,3302.0,2952.0,2525.0
1432,7,3298.0,4595.0,3068.0
2193,6,3298.0,2983.0,3510.0
766,6,3296.0,4658.0,2659.0
1498,2,3295.0,2876.0,2157.0
1146,2,3294.0,3294.0,3562.0
347,9,3293.0,1837.0,2366.0
2420,10,3290.0,3163.0,3394.0
1444,10,3289.0,3645.0,2709.0
1499,7,3288.0,3743.0,3505.0
2454,8,3285.0,3087.0,3047.0
1128,7,3284.0,3008.0,2258.0
1064,6,3282.0,3534.0,3349.0
1640,6,3281.0,5153.0,8447.0
2658,2,3281.0,2969.0,2969.0
484,7,3277.0,4099.0,4160.0
2199,7,3276.0,3218.0,2679.0
2744,5,3275.0,3215.0,3231.0
2067,5,3272.0,3469.0,3280.0
822,9,3265.0,2501.0,2886.0
2295,10,3263.0,5492.0,4408.0
2097,7,3259.0,4362.0,3848.0
2609,1,3258.0,12366.0,7150.0
544,3,3258.0,3708.0,3317.0
1391,10,3257.0,12886.0,7243.0
1600,10,3238.0,2981.0,3230.0
2516,4,3235.0,2996.0,2756.0
2536,3,3235.0,3158.0,3015.0
1035,6,3230.0,2725.0,2488.0
1881,6,3229.0,3173.0,2764.0
36,9,3228.0,2318.0,1578.0
1088,5,3227.0,2339.0,1940.0
2620,6,3225.0,3046.0,2840.0
2124,10,3225.0,2866.0,2635.0
2392,7,3224.0,2498.0,2556.0
459,8,3223.0,3780.0,4385.0
2750,2,3221.0,3213.0,3197.0
1374,8,3219.0,2472.0,2402.0
1484,6,3218.0,2303.0,2581.0
1913,8,3217.0,5191.0,3323.0
1406,8,3217.0,4611.0,5468.0
2260,9,3213.0,3020.0,3292.0
1434,7,3212.0,2840.0,2246.0
2707,3,3204.0,3174.0,3108.0
1170,10,3202.0,2288.0,2829.0
2288,4,3198.0,2933.0,3312.0
2690,8,3197.0,3456.0,3671.0
1109,10,3195.0,11277.0,5452.0
354,4,3194.0,3715.0,3131.0
199,2,3192.0,3588.0,1419.0
361,8,3186.0,5406.0,3371.0
1926,6,3185.0,2910.0,2872.0
1516,8,3182.0,3851.0,4299.0
1445,4,3181.0,3235.0,3381.0
642,9,3178.0,15898.0,22212.0
2139,2,3177.0,3858.0,5648.0
2472,8,3177.0,3429.0,3317.0
1762,8,3175.0,2659.0,2732.0
1381,10,3165.0,3366.0,3819.0
526,6,3163.0,3492.0,4590.0
2369,6,3162.0,3138.0,2947.0
1576,7,3162.0,3092.0,3379.0
1061,6,3161.0,9777.0,4124.0
2411,4,3161.0,3416.0,3424.0
2226,6,3159.0,2855.0,2971.0
277,5,3159.0,2587.0,2795.0
491,3,3157.0,4126.0,2682.0
1509,10,3157.0,2739.0,2092.0
2645,7,3156.0,2774.0,2715.0
1645,5,3155.0,5890.0,5753.0
869,5,3154.0,3266.0,2940.0
392,4,3152.0,2303.0,1787.0
2553,4,3151.0,3510.0,3511.0
1161,5,3143.0,3056.0,2786.0
119,9,3135.0,6071.0,8394.0
802,4,3129.0,3720.0,3484.0
1960,9,3128.0,3105.0,3236.0
2557,3,3127.0,3096.0,3187.0
1365,7,3125.0,2857.0,1932.0
2053,7,3119.0,3081.0,3578.0
1896,10,3119.0,3625.0,3967.0
1531,10,3119.0,3123.0,2796.0
322,7,3118.0,1241.0,1201.0
1858,7,3117.0,5828.0,4330.0
834,8,3112.0,2726.0,3587.0
1972,1,3109.0,3371.0,3268.0
2186,3,3109.0,3065.0,3688.0
1755,10,3109.0,2949.0,2354.0
1775,9,3108.0,3354.0,11685.0
1148,4,3106.0,2197.0,2427.0
1605,3,3105.0,2894.0,3365.0
1525,5,3105.0,2589.0,2633.0
2304,3,3097.0,3041.0,3067.0
1227,7,3096.0,3197.0,3648.0
2517,7,3095.0,3550.0,3522.0
1648,3,3095.0,3943.0,3823.0
374,5,3093.0,3358.0,2550.0
2569,4,3092.0,3292.0,2978.0
510,9,3087.0,3833.0,3049.0
2719,6,3086.0,3136.0,3004.0
1462,8,3084.0,2910.0,2804.0
2775,2,3084.0,2994.0,2964.0
2265,8,3083.0,6329.0,2808.0
1720,7,3080.0,2750.0,2472.0
356,7,3080.0,4534.0,3502.0
2376,4,3077.0,8055.0,6323.0
2154,8,3074.0,3355.0,2794.0
1949,10,3071.0,3014.0,3065.0
2457,2,3069.0,3077.0,2942.0
336,5,3068.0,2062.0,1370.0
1812,3,3068.0,2765.0,2234.0
2729,6,3066.0,2867.0,2897.0
2116,4,3065.0,3165.0,3277.0
2071,5,3064.0,2910.0,2780.0
733,6,3063.0,2790.0,3666.0
2170,10,3062.0,2880.0,2873.0
2148,8,3062.0,3386.0,3306.0
952,6,3056.0,2637.0,2477.0
2029,3,3053.0,3122.0,2847.0
1532,2,3051.0,2831.0,3122.0
1357,8,3051.0,6030.0,4524.0
535,8,3051.0,2692.0,1813.0
2325,3,3050.0,13017.0,5787.0
932,9,3049.0,2761.0,2645.0
1090,10,3048.0,2836.0,2808.0
1806,5,3048.0,2800.0,2796.0
2508,2,3046.0,3035.0,2720.0
2477,3,3046.0,2986.0,3435.0
1099,8,3044.0,3260.0,2253.0
1654,6,3044.0,3387.0,3345.0
1267,5,3043.0,2524.0,2045.0
1341,5,3041.0,2379.0,1990.0
1169,5,3041.0,3028.0,2404.0
2528,5,3040.0,2933.0,2896.0
2629,4,3026.0,3268.0,2906.0
887,4,3023.0,2664.0,2724.0
103,9,3023.0,5992.0,3693.0
2766,7,3023.0,3043.0,2990.0
1315,1,3022.0,3232.0,3352.0
679,7,3020.0,3367.0,1490.0
2081,4,3020.0,2720.0,2680.0
1182,4,3019.0,2600.0,2001.0
1789,4,3014.0,2764.0,2360.0
47,4,3012.0,2173.0,2401.0
179,7,3009.0,2743.0,3328.0
1764,9,3007.0,3277.0,3654.0
2726,1,3006.0,3046.0,3126.0
2418,3,3001.0,2994.0,3527.0
772,5,3001.0,4437.0,5621.0
2563,4,3000.0,2966.0,3004.0
1584,9,2997.0,3210.0,2262.0
1322,1,2997.0,1965.0,2102.0
634,4,2995.0,3784.0,6042.0
246,8,2993.0,3454.0,2424.0
2715,7,2991.0,3002.0,3426.0
1734,5,2984.0,3040.0,2562.0
2291,3,2984.0,2926.0,2998.0
1118,9,2984.0,3127.0,2813.0
80,8,2982.0,2956.0,1682.0
2580,1,2981.0,2904.0,2787.0
1232,3,2981.0,2261.0,2453.0
2153,9,2981.0,3996.0,2889.0
2718,8,2981.0,3053.0,3029.0
963,8,2980.0,3950.0,3413.0
1968,3,2978.0,2581.0,2494.0
2142,4,2975.0,3661.0,3386.0
2474,10,2973.0,2711.0,2639.0
2203,4,2973.0,2861.0,2722.0
982,7,2972.0,6389.0,2798.0
595,10,2971.0,3012.0,3032.0
2648,2,2968.0,2728.0,2808.0
1808,10,2962.0,3068.0,2651.0
1513,10,2959.0,3670.0,3487.0
1818,6,2957.0,2905.0,2515.0
2589,3,2948.0,2828.0,2649.0
1847,7,2946.0,3224.0,2405.0
2272,9,2945.0,2977.0,3123.0
1168,6,2945.0,2893.0,2164.0
1817,6,2945.0,2641.0,2556.0
756,8,2942.0,3202.0,3142.0
1699,6,2941.0,2640.0,2783.0
2591,8,2941.0,2767.0,2769.0
2740,1,2940.0,2900.0,2880.0
2401,7,2940.0,2990.0,3030.0
2065,4,2937.0,2895.0,2895.0
2581,7,2936.0,2948.0,3016.0
2034,7,2935.0,2592.0,2750.0
609,6,2935.0,1932.0,1655.0
872,9,2935.0,5959.0,1970.0
2161,3,2934.0,2925.0,2798.0
987,5,2933.0,2840.0,4078.0
1518,10,2931.0,2628.0,2846.0
467,8,2930.0,2672.0,1891.0
966,8,2928.0,6512.0,2596.0
1992,5,2927.0,2994.0,2634.0
2588,4,2926.0,2810.0,2680.0
685,5,2924.0,6758.0,11924.0
2214,6,2921.0,2775.0,3687.0
1287,10,2920.0,4067.0,5506.0
884,4,2919.0,2400.0,2540.0
958,7,2916.0,3342.0,4199.0
719,5,2916.0,3116.0,1957.0
2117,10,2915.0,2644.0,2390.0
1714,10,2914.0,2577.0,2704.0
2675,7,2914.0,2940.0,2957.0
2012,3,2912.0,2812.0,3012.0
1703,9,2912.0,3682.0,2888.0
2469,1,2910.0,3196.0,2858.0
892,5,2909.0,4730.0,5351.0
2091,6,2907.0,2569.0,2542.0
2249,4,2906.0,3082.0,3056.0
2355,3,2905.0,3127.0,3200.0
2308,3,2903.0,2753.0,2608.0
2709,2,2900.0,2789.0,2821.0
2371,2,2899.0,3289.0,2394.0
2232,5,2899.0,3018.0,2759.0
1788,2,2896.0,2327.0,2447.0
1853,5,2892.0,2855.0,2572.0
2725,4,2892.0,2957.0,2993.0
2398,2,2888.0,2669.0,2611.0
1749,6,2887.0,3489.0,3141.0
2476,6,2885.0,2915.0,2924.0
2293,5,2885.0,2926.0,3194.0
2721,4,2882.0,8160.0,6737.0
632,7,2880.0,2976.0,3237.0
2093,4,2879.0,10314.0,7172.0
2688,3,2877.0,2847.0,2738.0
2677,1,2877.0,2917.0,2877.0
2653,2,2877.0,2669.0,2697.0
2681,1,2875.0,2823.0,2759.0
2003,3,2874.0,2614.0,2750.0
250,10,2874.0,2060.0,3267.0
2072,3,2873.0,5370.0,4823.0
2372,2,2873.0,2754.0,2936.0
1715,3,2872.0,2772.0,3231.0
664,7,2862.0,2579.0,2986.0
2338,3,2857.0,2857.0,3895.0
2585,1,2854.0,2865.0,2802.0
1873,8,2854.0,2861.0,2925.0
2747,3,2851.0,2851.0,2773.0
1512,8,2851.0,2344.0,2284.0
2162,9,2849.0,3248.0,3084.0
2475,5,2848.0,2830.0,2752.0
1108,8,2846.0,2867.0,1987.0
2090,3,2844.0,4761.0,2767.0
2141,6,2844.0,3475.0,3059.0
2424,2,2844.0,2754.0,2794.0
1990,6,2844.0,2515.0,2601.0
2757,7,2843.0,2817.0,2770.0
1925,5,2840.0,3032.0,3520.0
100,8,2839.0,1902.0,1375.0
2175,8,2838.0,3496.0,3377.0
681,4,2836.0,2856.0,3025.0
1336,2,2834.0,2354.0,2354.0
840,10,2834.0,1851.0,3740.0
739,5,2834.0,2224.0,2527.0
2352,4,2834.0,2765.0,2650.0
2619,5,2829.0,2839.0,2969.0
583,1,2829.0,2979.0,2051.0
2530,4,2829.0,2769.0,2690.0
1060,9,2827.0,2767.0,2131.0
2617,1,2824.0,2792.0,2704.0
1079,5,2820.0,2933.0,2310.0
89,7,2819.0,2409.0,3114.0
1700,3,2819.0,2090.0,2649.0
1604,2,2817.0,4336.0,3323.0
362,8,2816.0,3793.0,3654.0
2720,2,2816.0,2816.0,2784.0
1865,3,2816.0,2834.0,3122.0
1592,9,2813.0,3000.0,3495.0
1176,2,2811.0,3460.0,2811.0
1961,5,2807.0,2723.0,2140.0
927,4,2802.0,2568.0,2131.0
2274,5,2801.0,2553.0,2523.0
2513,2,2799.0,5232.0,3519.0
2267,2,2798.0,2837.0,2927.0
2023,5,2794.0,2514.0,2936.0
2342,7,2791.0,2582.0,2752.0
2670,2,2790.0,5786.0,8063.0
2480,3,2788.0,2778.0,2798.0
115,8,2785.0,2435.0,1481.0
1505,10,2785.0,2826.0,2953.0
2416,5,2783.0,2503.0,2612.0
2602,1,2777.0,2856.0,2960.0
805,4,2777.0,4752.0,4298.0
661,5,2776.0,1835.0,3102.0
417,7,2776.0,2533.0,2024.0
1545,7,2773.0,2218.0,2152.0
1386,10,2772.0,3644.0,3076.0
2021,3,2770.0,2520.0,2381.0
2769,2,2769.0,2769.0,2769.0
2205,4,2768.0,2756.0,2917.0
2130,3,2768.0,2669.0,2718.0
511,7,2768.0,2808.0,4276.0
2768,1,2768.0,2768.0,2768.0
2546,5,2767.0,2572.0,2600.0
1799,8,2766.0,2427.0,2397.0
2346,5,2766.0,2666.0,2906.0
1494,10,2765.0,2831.0,2705.0
2363,3,2763.0,2363.0,2363.0
2761,1,2761.0,2761.0,2781.0
2669,1,2759.0,2759.0,2679.0
403,5,2755.0,8794.0,12280.0
1043,8,2754.0,8379.0,5116.0
1966,6,2754.0,3226.0,3043.0
2473,5,2748.0,3459.0,4364.0
1011,8,2747.0,2185.0,2573.0
1844,5,2746.0,3077.0,2805.0
881,10,2746.0,5081.0,2805.0
